timestamp,device_id,voltage,current,power,light_raw
2025-12-07T23:34:18,esp32-01,0,0.295,0,0
2025-12-07T23:34:20,esp32-01,0,0.282,0,0
2025-12-07T23:34:22,esp32-01,0,0.295,0,0
2025-12-07T23:34:24,esp32-01,0,0.295,0,0
2025-12-07T23:34:26,esp32-01,0,0.295,0,0
2025-12-07T23:34:28,esp32-01,0,0.308,0,0
2025-12-07T23:34:30,esp32-01,0,0.282,0,0
2025-12-07T23:34:32,esp32-01,0,0.282,0,0
2025-12-07T23:34:34,esp32-01,0,0.295,0,0
2025-12-07T23:34:37,esp32-01,0,0.282,0,0
2025-12-07T23:34:39,esp32-01,0,0.282,0,0
2025-12-07T23:34:41,esp32-01,0,0.308,0,0
2025-12-07T23:34:43,esp32-01,0,0.282,0,0
2025-12-07T23:34:45,esp32-01,0,0.308,0,0
2025-12-07T23:34:47,esp32-01,0,0.269,0,0
2025-12-07T23:34:49,esp32-01,0,0.308,0,0
2025-12-07T23:34:51,esp32-01,0,0.282,0,0
2025-12-07T23:34:53,esp32-01,0,0.295,0,0
2025-12-07T23:34:55,esp32-01,0,0.282,0,0
2025-12-07T23:34:58,esp32-01,0,0.282,0,0
2025-12-07T23:35:00,esp32-01,0,0.269,0,0
2025-12-07T23:35:02,esp32-01,0,0.295,0,0
2025-12-07T23:35:04,esp32-01,0,0.295,0,0
2025-12-07T23:35:06,esp32-01,0,0.269,0,0
2025-12-07T23:35:08,esp32-01,0,0.282,0,0
2025-12-07T23:35:10,esp32-01,0,0.282,0,0
2025-12-07T23:35:12,esp32-01,0,0.321,0,0
2025-12-07T23:35:14,esp32-01,0,0.308,0,0
2025-12-07T23:35:16,esp32-01,0,0.282,0,0
2025-12-07T23:35:19,esp32-01,0,0.308,0,0
2025-12-07T23:35:21,esp32-01,0,0.282,0,0
2025-12-07T23:35:23,esp32-01,0,0.295,0,0
2025-12-07T23:35:25,esp32-01,0,0.282,0,0
2025-12-07T23:35:27,esp32-01,0,0.256,0,0
2025-12-07T23:35:29,esp32-01,0,0.269,0,0
2025-12-07T23:35:31,esp32-01,0,0.308,0,0
2025-12-07T23:35:33,esp32-01,0,0.282,0,0
2025-12-07T23:35:35,esp32-01,0,0.308,0,0
2025-12-07T23:35:37,esp32-01,0,0.295,0,0
2025-12-07T23:35:40,esp32-01,0,0.282,0,0
2025-12-07T23:35:42,esp32-01,0,0.295,0,0
2025-12-07T23:35:44,esp32-01,0,0.269,0,0
2025-12-07T23:35:46,esp32-01,0,0.282,0,0
2025-12-07T23:35:48,esp32-01,0,0.269,0,0
2025-12-07T23:35:50,esp32-01,0,0.269,0,0
2025-12-07T23:35:52,esp32-01,0,0.269,0,0
2025-12-07T23:35:54,esp32-01,0,0.282,0,0
2025-12-07T23:35:56,esp32-01,0,0.256,0,0
2025-12-07T23:35:58,esp32-01,0,0.256,0,0
2025-12-07T23:36:01,esp32-01,0,0.295,0,0
2025-12-07T23:36:03,esp32-01,0,0.295,0,0
2025-12-07T23:36:05,esp32-01,0,0.308,0,0
2025-12-07T23:36:07,esp32-01,0,0.295,0,0
2025-12-07T23:36:09,esp32-01,0,0.282,0,0
2025-12-07T23:36:11,esp32-01,0,0.295,0,0
2025-12-07T23:36:13,esp32-01,0,0.282,0,0
2025-12-07T23:36:15,esp32-01,0,0.282,0,0
2025-12-07T23:36:17,esp32-01,0,0.308,0,0
2025-12-07T23:36:19,esp32-01,0,0.282,0,0
2025-12-07T23:36:21,esp32-01,0,0.282,0,0
2025-12-07T23:36:24,esp32-01,0,0.282,0,0
2025-12-07T23:36:26,esp32-01,0,0.269,0,0
2025-12-07T23:36:28,esp32-01,0,0.282,0,0
2025-12-07T23:36:30,esp32-01,0,0.256,0,0
2025-12-07T23:36:32,esp32-01,0,0.282,0,0
2025-12-07T23:36:34,esp32-01,0,0.295,0,0
